"Subdirección","Nombre","Código"
"RC ESTE","C. DE R.","D6615"
"RC ESTE","C.DE R.","D6616"
"RC ESTE","C. DE R.","D6617"
"RC ESTE","C. DE R.","D6618"
"RC ESTE","C. DE R.","D6622"
"RC ESTE","C. DE R.","D6625"
"RC ESTE","C.DE R.","D6626"
"RC ESTE","C. DE R.","D6721"
"RC ESTE","C. DE R.","D7001"
"RC ESTE","C. DE R.","D7002"
"RC ESTE","C. DE R.","D7003"
"RC CENTRO","C. DE R.","D7041"
"RC CENTRO","C. DE R.","D7042"
"RC NORESTE","C. DE R.","D7121"
"RC NORESTE","KM. 497.7","D7123"
"RC NORESTE","C. DE R.","D7124"
"RC NORESTE","C. DE R.","D7171"
"RC NORESTE","C. DE R.","D7201"
"RC NORESTE","C. DE R.","D7202"
"RC NORESTE","C. DE R.","D7301"
"RC NORESTE","C. DE R.","D7310"
"RC NORESTE","C. DE R.","D7319"
"RC NORESTE","C. DE R.","D7421"
"RC NORESTE","C. DE R.","D7511"
"RC NORESTE","C. DE R.","D7711"
"RC NORESTE","C. DE R.","D7824"
"RC NORESTE","C. DE R.","D7831"
"RC NORESTE","C. DE R.","D7881"
"RC NORESTE","C. DE R.","D7931"
"RC NORESTE","C. DE R.","D7932"
"RC NORTE","C. DE R.","D8002"
"RC NORTE","C. DE R.","D8003"
"RC NORTE","C. DE R.","D8100"
"RC NORTE","C. DE R.","D8111"
"RC NORTE","C. DE R.","D8122"
"RC NORTE","C. DE R.","D8123"
"RC CENTRO","C. DE R.","D8204"
"RC CENTRO","C. DE R.","D8302"
"RC CENTRO","C. DE R.","D8401"
"RC CENTRO","C. DE R.","D8412"
"RC CENTRO","C. DE R.","D9701"
"RC SUR","KM. 19.2","00001"
"RC SUR","KM. 40.0","00002"
"RC SUR","KM. 45.9","00003"
"RC SUR","EL PORVENIR ( APD )","00004"
"RC SUR","PEÑARROYA - PUEBLONUEVO","00005"
"RC SUR","KM. 63.7","00006"
"RC SUR","VILLANUEVA DEL REY (APD)","00007"
"RC SUR","KM. 52.0","00008"
"RC SUR","ALHONDIGUILLA-VILLAVICIOSA","00010"
"RC SUR","EL PARRALEJO ( CGD )","00012"
"RC SUR","EL VACAR - VILLAHARTA","00013"
"RC SUR","OBEJO","00014"
"RC SUR","CERRO MURIANO","00015"
"RC SUR","BALANZONA","00016"
"RC SUR","LOS PRADILLOS","00017"
"RC SUR","MIRABUENO","00018"
"RC SUR","EL SORBITO","01001"
"RC SUR","LA TRINIDAD","01002"
"RC SUR","ARAHAL","01003"
"RC SUR","MARCHENA","01005"
"RC SUR","OSUNA","01007"
"RC SUR","PEDRERA","01009"
"RC SUR","KM. 82.1","01019"
"RED DE ALTA VELOCIDAD (RAV)","LA MAROTA","02000"
"RED DE ALTA VELOCIDAD (RAV)","SANTAELLA","02001"
"RED DE ALTA VELOCIDAD (RAV)","PUENTE GENIL- HERRERA","02002"
"RC SUR","ANTEQUERA-SANTA ANA","02003"
"RED DE ALTA VELOCIDAD (RAV)","ALORA-A. V.","02004"
"RED DE ALTA VELOCIDAD (RAV)","LOS PRADOS-A.V.","02005"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR ANTEQUERA","02020"
"RC SUR","MENGIBAR-ARTICHUELA (APD-CGD)","03001"
"RC SUR","KM 139.2","03002"
"RC SUR","KM 130.0","03003"
"RC SUR","JAEN","03100"
"RED DE ALTA VELOCIDAD (RAV)","MADRID SUR","04001"
"RED DE ALTA VELOCIDAD (RAV)","VALLECAS-A. V.","04002"
"RED DE ALTA VELOCIDAD (RAV)","MEJORADA DEL CAMPO","04003"
"RED DE ALTA VELOCIDAD (RAV)","ALCALA DE HENARES-A. V.","04005"
"RED DE ALTA VELOCIDAD (RAV)","GUADALAJARA-YEBES","04007"
"RED DE ALTA VELOCIDAD (RAV)","BRIHUEGA","04009"
"RED DE ALTA VELOCIDAD (RAV)","LAS INVIERNAS","04011"
"RED DE ALTA VELOCIDAD (RAV)","ALCOLEA DEL PINAR","04013"
"RED DE ALTA VELOCIDAD (RAV)","MEDINACELI-A. V.","04015"
"RED DE ALTA VELOCIDAD (RAV)","ARIZA-A. V.","04018"
"RED DE ALTA VELOCIDAD (RAV)","ALHAMA DE ARAGON-A. V.","04020"
"RED DE ALTA VELOCIDAD (RAV)","RICLA-A. V.","04026"
"RED DE ALTA VELOCIDAD (RAV)","PLASENCIA DE JALON","04028"
"RED DE ALTA VELOCIDAD (RAV)","GUALLAR","04030"
"RED DE ALTA VELOCIDAD (RAV)","BIF. CAMBIADOR ZARAGOZA-DELICIAS","04031"
"RC NORESTE","ZARAGOZA-DELICIAS","04040"
"RED DE ALTA VELOCIDAD (RAV)","EL BURGO DE EBRO-A. V.","04044"
"RED DE ALTA VELOCIDAD (RAV)","PINA DE EBRO-A. V.","04046"
"RED DE ALTA VELOCIDAD (RAV)","BUJARALOZ","04048"
"RED DE ALTA VELOCIDAD (RAV)","VALFARTA","04050"
"RED DE ALTA VELOCIDAD (RAV)","BALLOBAR","04052"
"RED DE ALTA VELOCIDAD (RAV)","VALLMANYA","04054"
"RED DE ALTA VELOCIDAD (RAV)","MONTAGUT-A.V.","04055"
"RED DE ALTA VELOCIDAD (RAV)","EL SEGRE","04100"
"RED DE ALTA VELOCIDAD (RAV)","LES BORGES BLANQUES-A. V.","04101"
"RED DE ALTA VELOCIDAD (RAV)","L'ESPLUGA DE FRANCOLI-A. V.","04102"
"RED DE ALTA VELOCIDAD (RAV)","ALCOVER-A. V.","04103"
"RED DE ALTA VELOCIDAD (RAV)","CAMP DE TARRAGONA","04104"
"RED DE ALTA VELOCIDAD (RAV)","LA POBLA DE MONTORNES-A.V.","04105"
"RED DE ALTA VELOCIDAD (RAV)","L'ARBOÇ-A. V.","04106"
"RED DE ALTA VELOCIDAD (RAV)","VILAFRANCA DEL PENEDES-A. V.","04107"
"RED DE ALTA VELOCIDAD (RAV)","GELIDA-A.V.","04108"
"RED DE ALTA VELOCIDAD (RAV)","SANT VICENÇ DELS HORTS","04109"
"RED DE ALTA VELOCIDAD (RAV)","EL PRAT DE LLOBREGAT-AV","04110"
"RED DE ALTA VELOCIDAD (RAV)","RODA DE BARA-CAMB.DE ANCHO","04200"
"RED DE ALTA VELOCIDAD (RAV)","SANT ANDREU COMTAL -AV","04300"
"RED DE ALTA VELOCIDAD (RAV)","BIF.MOLLET-AG.KM.644.3","04301"
"RED DE ALTA VELOCIDAD (RAV)","LLINARS-A. V.","04302"
"RED DE ALTA VELOCIDAD (RAV)","RIELLS-A. V.","04303"
"RED DE ALTA VELOCIDAD (RAV)","VILOBI D'ONYAR","04304"
"RED DE ALTA VELOCIDAD (RAV)","BASE MTO. RIELLS","04305"
"RED DE ALTA VELOCIDAD (RAV)","VILADEMULS","04306"
"RED DE ALTA VELOCIDAD (RAV)","FIGUERES-VILAFANT","04307"
"RED DE ALTA VELOCIDAD (RAV)","LA JONQUERA","04308"
"RED DE ALTA VELOCIDAD (RAV)","TRESSERRE","04309"
"RED DE ALTA VELOCIDAD (RAV)","TOULOUGES","04310"
"RED DE ALTA VELOCIDAD (RAV)","PERPIGNAN","04311"
"RC SUR","GRANADA","05000"
"RC SUR","ATARFE-SANTA FE","05002"
"RC SUR","SIERRA ELVIRA (APD)","05003"
"RC SUR","PINOS PUENTE","05004"
"RC SUR","ANZOLA (APD)","05005"
"RC SUR","SAN PASCUAL (APD)","05006"
"RC SUR","ILLORA-LACHAR (APD)","05007"
"RC SUR","ALOMARTES (APD)","05008"
"RC SUR","TOCON-MONTEFRIO","05009"
"RC SUR","VILLANUEVA-MESIA (APD)","05010"
"RC SUR","HUETOR-TAJAR (APD)","05011"
"RC SUR","LOJA","05012"
"RC SUR","LOJA-SAN FRANCISCO (APD)","05013"
"RC SUR","RIOFRIO (APD)","05014"
"RC SUR","SALINAS-VILLANUEVA DE TAPIA","05015"
"RC SUR","ARCHIDONA","05016"
"RC SUR","KM 23.5","05017"
"RC SUR","KM. 18.8","05018"
"RC SUR","ANTEQUERA","05019"
"RC ESTE","LIBRILLA","06001"
"RC ESTE","ALHAMA DE MURCIA","06002"
"RC ESTE","TOTANA","06003"
"RC ESTE","LA HOYA","06004"
"RC ESTE","LORCA-SAN DIEGO (APD)","06005"
"RC ESTE","LORCA-SUTULLENA","06006"
"RC ESTE","PUERTO LUMBRERAS (APD)","06007"
"RC ESTE","ALCANTARILLA-LOS ROMANOS (APD)","06008"
"RC ESTE","ALMENDRICOS (APD)","06100"
"RC ESTE","PULPI (APD)","07001"
"RC ESTE","JARAVIA (APD)","07003"
"RC ESTE","AGUILAS","07004"
"RC ESTE","AGUILAS-EL LABRADORCICO (APD)","07007"
"RED DE ALTA VELOCIDAD (RAV)","TRES CANTOS-A.V.","08000"
"RED DE ALTA VELOCIDAD (RAV)","SOTO DEL REAL-A.V.","08001"
"RED DE ALTA VELOCIDAD (RAV)","SEGOVIA-GUIOMAR","08004"
"RED DE ALTA VELOCIDAD (RAV)","GARCILLAN","08005"
"RED DE ALTA VELOCIDAD (RAV)","NAVA DE LA ASUNCION-A.V.","08006"
"RED DE ALTA VELOCIDAD (RAV)","OLMEDO-A.V.","08007"
"RED DE ALTA VELOCIDAD (RAV)","HORNILLOS","08008"
"RED DE ALTA VELOCIDAD (RAV)","VALDESTILLAS-A.V.","08009"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR VALLADOLID C. GRANDE","08010"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR MADRID-CHAMARTIN","08011"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR VALDESTILLAS","08012"
"RED DE ALTA VELOCIDAD (RAV)","KM. 172,603","08013"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR MEDINA DEL CAMPO","08200"
"RED DE ALTA VELOCIDAD (RAV)","VALENCIA A.V.","09000"
"RED DE ALTA VELOCIDAD (RAV)","VALDEMORO-A. V.","09001"
"RED DE ALTA VELOCIDAD (RAV)","SESEÑA-A. V.","09002"
"RED DE ALTA VELOCIDAD (RAV)","VILLARUBIA DE SANTIAGO-A. V.","09003"
"RED DE ALTA VELOCIDAD (RAV)","SANTA CRUZ DE LA ZARZA-A. V.","09004"
"RED DE ALTA VELOCIDAD (RAV)","TARANCON-A. V.","09005"
"RED DE ALTA VELOCIDAD (RAV)","CAMPOS DEL PARAISO","09006"
"RED DE ALTA VELOCIDAD (RAV)","HORCAJADA","09007"
"RED DE ALTA VELOCIDAD (RAV)","CUENCA-A. V.","09008"
"RED DE ALTA VELOCIDAD (RAV)","CUENCA-AGUJA KM. 197,3","09009"
"RED DE ALTA VELOCIDAD (RAV)","MONTEAGUDO DE LAS SALINAS","09010"
"RED DE ALTA VELOCIDAD (RAV)","INIESTA","09011"
"RED DE ALTA VELOCIDAD (RAV)","MINGLANILLA","09012"
"RED DE ALTA VELOCIDAD (RAV)","CAUDETE DE LAS FUENTES","09013"
"RED DE ALTA VELOCIDAD (RAV)","REQUENA-UTIEL-A. V.","09014"
"RED DE ALTA VELOCIDAD (RAV)","SIETE AGUAS-A. V.","09015"
"RED DE ALTA VELOCIDAD (RAV)","CHIVA-A. V.","09016"
"RED DE ALTA VELOCIDAD (RAV)","POZORRUBIELOS","09020"
"RED DE ALTA VELOCIDAD (RAV)","TARAZONA","09021"
"RED DE ALTA VELOCIDAD (RAV)","LA GINETA-A. V.","09022"
"RC CENTRO","MADRID-PRINCIPE PIO","10000"
"RC CENTRO","ARAVACA (APD)","10001"
"RC CENTRO","POZUELO","10002"
"RC CENTRO","LAS ROZAS (APD)","10005"
"RC CENTRO","MAJADAHONDA (APD)","10007"
"RC CENTRO","EL BARRIAL-C.COM.- POZUELO (APD)","10010"
"RC CENTRO","PINAR DE LAS ROZAS","10100"
"RC CENTRO","LAS MATAS","10101"
"RC CENTRO","TORRELODONES","10103"
"RC CENTRO","GALAPAGAR-LA NAVATA (APD)","10104"
"RC CENTRO","LAS MATAS CLASIFICACION","10105"
"RC CENTRO","VILLALBA DE GUADARRAMA","10200"
"RC CENTRO","SAN YAGO (APD)","10201"
"RC CENTRO","LAS ZORRERAS-NAVALQUEJIGO (APD)","10202"
"RC CENTRO","EL ESCORIAL","10203"
"RC CENTRO","ZARZALEJO","10204"
"RC CENTRO","ROBLEDO DE CHAVELA","10205"
"RC CENTRO","SANTA MARIA DE LA ALAMEDA","10206"
"RC CENTRO","LAS NAVAS DEL MARQUES","10207"
"RC CENTRO","NAVALPERAL","10208"
"RC CENTRO","EL PIMPOLLAR (APD)","10209"
"RC CENTRO","HERRADON-LA CAÑADA","10300"
"RC CENTRO","NAVALGRANDE","10301"
"RC CENTRO","GUIMORCONDO","10302"
"RC CENTRO","AVILA","10400"
"RC NORTE","KM. 127.6","10401"
"RC NORTE","MINGORRIA","10403"
"RC NORTE","VELAYOS (APD)","10404"
"RC NORTE","SANCHIDRIAN","10405"
"RC NORTE","ADANERO (APD)","10406"
"RC NORTE","ADANERO-M. (APD)","10407"
"RC NORTE","ORBITA-ESPINOSA (APD)","10408"
"RC NORTE","AREVALO","10409"
"RC NORTE","KM. 179.9","10410"
"RC NORTE","ATAQUINES","10411"
"RC NORTE","MEDINA DEL CAMPO","10500"
"RC NORTE","POZALDEZ","10501"
"RC NORTE","MATAPOZUELOS (APD)","10502"
"RC NORTE","VALDESTILLAS","10503"
"RC NORTE","VIANA","10504"
"RC CENTRO","KM. 241.9","10505"
"RC NORTE","VALLADOLID-CAMPO GRANDE","10600"
"RC NORTE","TRES HERMANOS","10601"
"RC NORTE","CABEZON DEL PISUERGA","10602"
"RC NORTE","CORCOS-AGUILAREJO","10603"
"RC NORTE","CUBILLAS DE SANTA MARTA (APD)","10604"
"RC NORTE","DUEÑAS","10605"
"RC NORTE","VALLADOLID-ARGALES","10608"
"RC NORTE","VALLADOLID UNIVERSIDAD (APD)","10610"
"RC NORTE","VENTA DE BAÑOS","11000"
"RC NORTE","PICON DE LOS SERRANOS (CGD)","11002"
"RC NORTE","SOTO DE CERRATO (CGD)","11003"
"RC NORTE","MAGAZ","11004"
"RC NORTE","TORQUEMADA","11005"
"RC NORTE","QUINTANA DEL PUENTE","11006"
"RC NORTE","VILLODRIGO","11007"
"RC NORTE","LOS BALBASES (APD)","11008"
"RC NORTE","VILLAQUIRAN","11009"
"RC NORTE","ESTEPAR","11010"
"RC NORTE","QUINTANILLEJA","11011"
"RC NORTE","BURGOS-ROSA MANZANO","11014"
"RC NORTE","VILLAFRIA-AG. KM 374.7","11101"
"RC NORTE","VILLAFRIA","11102"
"RC NORTE","QUINTANAPALLA","11103"
"RC NORTE","BARRIOS DE COLINA (APD)","11104"
"RC NORTE","SANTA OLALLA DE BUREBA","11106"
"RC NORTE","CASTIL DE PEONES (APD)","11107"
"RC NORTE","BRIVIESCA","11109"
"RC NORTE","CALZADA DE BUREBA","11110"
"RC NORTE","PANCORBO","11111"
"RC NORTE","BUJEDO","11112"
"RC NORTE","MIRANDA DE EBRO","11200"
"RC NORTE","KM. 460.8","11202"
"RC NORTE","MANZANOS","11203"
"RC NORTE","LA PUEBLA DE ARGANZON (APD)","11204"
"RC NORTE","NANCLARES-LANGRAIZ","11205"
"RC NORTE","TRESPUENTES (APD)","11206"
"RC NORTE","KM. 488,3","11207"
"RC NORTE","VITORIA-GASTEIZ","11208"
"RC NORTE","ESTIVALIZ-OREITIA (APD)","11209"
"RC NORTE","ALEGRIA-DULANTZI","11210"
"RC NORTE","EZKEREKOTXA (APD)","11211"
"RC NORTE","AGURAIN-SALVATIERRA DE ALAVA","11212"
"RC NORTE","ARAIA","11213"
"RC NORTE","EGUINO (APD)","11214"
"RC NORTE","ZIORDIA (APD)","11215"
"RC NORTE","OLAZTI-OLAZAGUTIA (APD)","11216"
"RC NORTE","MIRANDA DE EBRO CLASIFICACION","11220"
"RC NORTE","JUNDIZ","11221"
"RC NORTE","ALTSASU","11300"
"RC NORTE","ZEGAMA-OTZAURTE","11303"
"RC NORTE","ZEGAMA (APD)","11304"
"RC NORTE","BRINKOLA","11305"
"RC NORTE","LEGAZPI (APD)","11306"
"RC NORTE","ZUMARRAGA","11400"
"RC NORTE","ORMAIZTEGUI (APD)","11402"
"RC NORTE","KM. 576,8","11403"
"RC NORTE","BEASAIN","11404"
"RC NORTE","ORDIZIA (APD)","11405"
"RC NORTE","ITSASONDO (APD)","11406"
"RC NORTE","LEGORRETA","11407"
"RC NORTE","IKAZTEGIETA (APD)","11408"
"RC NORTE","ALEGIA (APD)","11409"
"RC NORTE","GABIRIA","11411"
"RC NORTE","TOLOSA","11500"
"RC NORTE","TOLOSA-ERDIA (APD)","11501"
"RC NORTE","ANOETA (APD)","11502"
"RC NORTE","VILLABONA-ZIZURKIL","11503"
"RC NORTE","ANDOAIN-ERDIA (APD)","11504"
"RC NORTE","ANDOAIN","11505"
"RC NORTE","URNIETA (APD)","11506"
"RC NORTE","HERNANI-ERDIA (APD)","11507"
"RC NORTE","HERNANI","11508"
"RC NORTE","MARTUTENE (APD)","11509"
"RC NORTE","LOIOLA / TXOMIN ENEA (APD)","11510"
"RC NORTE","SAN SEBASTIAN-DONOSTIA","11511"
"RC NORTE","GROS (APD)","11512"
"RC NORTE","ATEGORRIETA (APD)","11513"
"RC NORTE","HERRERA / ALTZA (APD)","11514"
"RC NORTE","PASAIA","11515"
"RC NORTE","LEZO ERRENTERIA","11516"
"RC NORTE","VENTAS DE IRUN (APD)","11518"
"RC NORTE","PASAIA-PUERTO","11521"
"RC NORTE","IRUN","11600"
"RC NORTE","IRUN CARGAS","11601"
"RC NORTE","HENDAYA","11602"
"RC NORTE","CAMBIADOR IRUN","11604"
"RC CENTRO","LOS NEGRALES (APD)","12001"
"RC CENTRO","ALPEDRETE","12002"
"RC CENTRO","COLLADO MEDIANO","12004"
"RC CENTRO","LOS MOLINOS-GUADARRAMA","12005"
"RC CENTRO","CERCEDILLA","12006"
"RC CENTRO","TABLADA","12007"
"RC CENTRO","GUDILLOS (APD)","12008"
"RC CENTRO","SAN RAFAEL (APD)","12009"
"RC CENTRO","EL ESPINAR","12010"
"RC CENTRO","LOS ANGELES DE SAN R. (APD)","12011"
"RC CENTRO","OTERO-HERREROS (APD)","12012"
"RC CENTRO","ORTIGOSA DEL MONTE (APD)","12013"
"RC CENTRO","NAVAS DE RIOFRIO-LA LOSA","12014"
"RC CENTRO","CERCEDILLA-PUEBLO (APD)","12015"
"RC CENTRO","LAS ERAS Y LOS CASTAÑOS (APD)","12016"
"RC CENTRO","CAMORRITOS (APD)","12017"
"RC CENTRO","SIETE PICOS (APD)","12018"
"RC CENTRO","COLLADO ALBO (APD)","12019"
"RC CENTRO","PUERTO DE NAVACERRADA","12020"
"RC CENTRO","DOS CASTILLAS (APD)","12021"
"RC CENTRO","VAQUERIZAS (APD)","12022"
"RC CENTRO","LOS COTOS","12023"
"RC CENTRO","SEGOVIA","12100"
"RC NORTE","POBES","13001"
"RC NORTE","ZUHATZU","13002"
"RC NORTE","IZARRA","13003"
"RC NORTE","INOSO-OIARDO","13004"
"RC NORTE","LEZAMA","13005"
"RC NORTE","ARTOMAÑA","13006"
"RC NORTE","ORDUÑA","13100"
"RC NORTE","AMURRIO","13101"
"RC NORTE","SALBIO (APD)","13102"
"RC NORTE","LUIAONDO (APD)","13103"
"RC NORTE","SANTA CRUZ DE LLODIO (APD)","13104"
"RC NORTE","LLODIO","13106"
"RC NORTE","ARETA (APD)","13107"
"RC NORTE","ARBIDE (APD)","13108"
"RC NORTE","ARRANKUDIAGA (APD)","13109"
"RC NORTE","UGAO-MIRABALLES","13110"
"RC NORTE","ARRIGORRIAGA","13111"
"RC NORTE","BASAURI (APD)","13112"
"RC NORTE","BIDEBIETA-BASAURI","13113"
"RC NORTE","OLLARGAN","13114"
"RC NORTE","BAKIOLA (APD)","13115"
"RC NORTE","IÑARRATXU (APD)","13116"
"RC NORTE","ARAKALDO (APD)","13117"
"RC NORTE","ABAROA-SAN MIGUEL (APD)","13118"
"RC NORTE","LA PEÑA DE BILBAO (APD)","13119"
"RC NORTE","MIRIBILLA (APD)","13120"
"RC NORTE","AMURRIO IPARRALDE (APD)","13121"
"RC NORTE","INTERMODAL ABANDO IND. PRIETO","13200"
"RC NORTE","LA CASILLA","13201"
"RC NORTE","BILBAO AMEZOLA","13203"
"RC NORTE","ZABALBURU (APD)","13205"
"RC NORTE","AMETZOLA (APD)","13206"
"RC NORTE","AUTONOMIA (APD)","13207"
"RC NORTE","SAN MAMES (APD)","13208"
"RC NORTE","BILBAO-LA NAJA","13300"
"RC NORTE","OLABEAGA","13303"
"RC NORTE","ZORROTZA","13304"
"RC NORTE","LUTXANA-BARAKALDO","13305"
"RC NORTE","ZORROTZA-PUERTO","13306"
"RC NORTE","DESERTU-BARAKALDO","13400"
"RC NORTE","SESTAO (APD)","13401"
"RC NORTE","LA IBERIA (APD)","13402"
"RC NORTE","PORTUGALETE  (APD)","13403"
"RC NORTE","PEÑOTA (APD)","13404"
"RC NORTE","SANTURTZI","13405"
"RC NORTE","SANTURTZI-PUERTO","13407"
"RC NORTE","BILBAO MERCANCIAS","13408"
"RC NORTE","GALINDO","13501"
"RC NORTE","TRAPAGA (APD)","13502"
"RC NORTE","VALLE DE TRAPAGA/TRAPAGARAN","13503"
"RC NORTE","ORTUELLA","13504"
"RC NORTE","PUTXETA","13505"
"RC NORTE","MUSKIZ","13506"
"RC NORTE","URIOSTE (APD)","13507"
"RC NORTE","GALLARTA (APD)","13508"
"RC NORTE","SAGRADA FAMILIA (APD)","13509"
"RC NORTE","PALENCIA","14100"
"RC NORTE","MONZON DE CAMPOS","14101"
"RC NORTE","AMUSCO (APD)","14102"
"RC NORTE","PIÑA (APD)","14103"
"RC NORTE","FROMISTA","14104"
"RC NORTE","MARCILLA DE CAMPOS (APD)","14105"
"RC NORTE","LAS CABAÑAS DE CASTILLA (APD)","14106"
"RC NORTE","OSORNO","14107"
"RC NORTE","ESPINOSA DE VILLAGONZALO (APD)","14108"
"RC NORTE","ESPINOSA-EL CABALLO","14109"
"RC NORTE","SAN CRISTOBAL DE BOEDO (APD)","14110"
"RC NORTE","HERRERA DE PISUERGA","14111"
"RC NORTE","ALAR DEL REY","14112"
"RC NORTE","MAVE (APD)","14113"
"RC NORTE","AGUILAR DE CAMPOO","14114"
"RC NORTE","QUINTANILLA DE LAS TORRES (APD)","14115"
"RC NORTE","EL CARRION (APD)","14117"
"RC NORTE","MATAPORQUERA","14200"
"RC NORTE","POZAZAL","14201"
"RC NORTE","REINOSA","14202"
"RC NORTE","LANTUENO-SANTIURDE","14203"
"RC NORTE","PESQUERA","14204"
"RC NORTE","MONTABLIZ","14205"
"RC NORTE","BARCENA","14206"
"RC NORTE","MOLLEDO-PORTOLIN (APD)","14207"
"RC NORTE","SANTA CRUZ DE IGUÑA (APD)","14208"
"RC NORTE","LAS FRAGUAS","14209"
"RC NORTE","LOS CORRALES DE BUELNA","14210"
"RC NORTE","LAS CALDAS DE BESAYA (APD)","14211"
"RC NORTE","VIERNOLES (APD)","14212"
"RC NORTE","TORRELAVEGA","14213"
"RC NORTE","SIERRAPANDO (APD)","14214"
"RC NORTE","ZURITA (APD)","14215"
"RC NORTE","RENEDO","14216"
"RC NORTE","PARBAYON (APD)","14217"
"RC NORTE","GUARNIZO","14218"
"RC NORTE","BOO","14219"
"RC NORTE","MALIAÑO (APD)","14220"
"RC NORTE","MURIEDAS","14221"
"RC NORTE","SANTANDER","14223"
"RC NORTE","SANTANDER-PUERTO","14224"
"RC NORTE","SOLVAY FACTORIA (CGD)","14226"
"RC NORTE","SOPEÑA","14227"
"RC NORTE","COBEJO","14228"
"RC NORTE","VALDECILLA (APD)","14230"
"RC NORTE","NUEVA MONTAÑA (APD)","14231"
"RC NORTE","LOMBERA (APD)","14232"
"RC NORTE","RIO EBRO (APD)","14233"
"RC NORTE","PUJAYO (APD)","14234"
"RC NORTE","ARENAS DE IGUÑA (APD)","14235"
"RC NORTE","VIOÑO (APD)","14236"
"RC NORTE","MURIEDAS-BAHIA (APD)","14237"
"RC NOROESTE","GRIJOTA (APD)","15001"
"RC NOROESTE","KM. 11.2","15002"
"RC NOROESTE","BECERRIL","15003"
"RC NOROESTE","PAREDES DE NAVA","15004"
"RC NOROESTE","KM. 28.2","15005"
"RC NOROESTE","CISNEROS (APD)","15006"
"RC NOROESTE","VILLADA","15007"
"RC NOROESTE","GRAJAL (APD)","15008"
"RC NOROESTE","SAHAGUN","15009"
"RC NOROESTE","KM. 67.7","15010"
"RC NOROESTE","BERCIANOS DEL REAL CAMINO (APD)","15011"
"RC NOROESTE","EL BURGO RANERO","15012"
"RC NOROESTE","KM. 88.2","15013"
"RC NOROESTE","SANTAS MARTAS","15014"
"RC NOROESTE","PALANQUINOS (APD-CGD)","15015"
"RC NOROESTE","KM. 109.1","15016"
"RC NOROESTE","TORNEROS","15017"
"RC NOROESTE","LEON-CLASIFICACION","15018"
"RC NOROESTE","RIO BERNESGA","15019"
"RC NOROESTE","LEON","15100"
"RC NOROESTE","LEON MERCANCÍAS","15102"
"RC NOROESTE","SANTIBAÑEZ","15103"
"RC NOROESTE","KM 360,4","15104"
"RC NOROESTE","LA SECA (APD)","15105"
"RC NOROESTE","LA ROBLA","15106"
"RC NOROESTE","BUEN SUCESO (APD)","15107"
"RC NOROESTE","LA POLA DE GORDON","15108"
"RC NOROESTE","SANTA LUCIA","15109"
"RC NOROESTE","CIÑERA (APD-CGD)","15110"
"RC NOROESTE","VILLASIMPLIZ (APD)","15111"
"RC NOROESTE","VILLAMANIN","15112"
"RC NOROESTE","BUSDONGO","15113"
"RC NOROESTE","PAJARES","15114"
"RC NOROESTE","NAVIDIELLO-PARANA","15115"
"RC NOROESTE","LINARES-CONGOSTINAS","15116"
"RC NOROESTE","MALVEDO","15117"
"RC NOROESTE","PUENTE DE LOS FIERROS","15118"
"RC NOROESTE","LA FRECHA (APD)","15119"
"RC NOROESTE","CAMPOMANES","15120"
"RC NOROESTE","LA COBERTORIA (APD)","15121"
"RC NOROESTE","POLA DE LENA","15122"
"RC NOROESTE","VILLALLANA (APD)","15123"
"RC NOROESTE","UJO","15200"
"RC NOROESTE","SANTULLANO (APD)","15202"
"RC NOROESTE","MIERES-PUENTE (APD)","15203"
"RC NOROESTE","MIERES","15204"
"RC NOROESTE","ABLAÑA","15205"
"RC NOROESTE","LA PEREDA-RIOSA (APD)","15206"
"RC NOROESTE","OLLONIEGO","15207"
"RC NOROESTE","SOTO DE REY","15208"
"RC NOROESTE","LAS SEGADAS (APD)","15209"
"RC NOROESTE","EL CALEYO","15210"
"RC NOROESTE","OVIEDO","15211"
"RC NOROESTE","LUGONES","15212"
"RC NOROESTE","LUGO DE LLANERA-BASE (APD)","15214"
"RC NOROESTE","LA CORREDORIA (APD)","15217"
"RC NOROESTE","LLAMAQUIQUE (APD)","15218"
"RC NOROESTE","LUGO DE LLANERA","15300"
"RC NOROESTE","VILLABONA DE ASTURIAS","15301"
"RC NOROESTE","SERIN","15302"
"RC NOROESTE","MONTEANA (APD)","15303"
"RC NOROESTE","POAGO","15304"
"RC NOROESTE","VILLABONA-TABLADIELLO (APD)","15305"
"RC NOROESTE","VERIÑA","15400"
"RC NOROESTE","CALZADA DE ASTURIAS (APD-CGD)","15401"
"RC NOROESTE","GIJON-JOVELLANOS","15402"
"RC NOROESTE","GIJON-CERCANIAS","15403"
"RC NOROESTE","STA. EULALIA DE MANZANEDA (APD)","16001"
"RC NOROESTE","TUDELA-VEGUIN","16002"
"RC NOROESTE","PEÑA RUBIA","16005"
"RC NOROESTE","BARROS (APD)","16006"
"RC NOROESTE","LA FELGUERA","16008"
"RC NOROESTE","SAMA","16009"
"RC NOROESTE","CIAÑO (APD)","16010"
